,Unnamed: 0,Unnamed: 0.1,id,variable,value,time,month,day
0,2827,2828,AS14.17,mood,6.0,18:00,03,04
1,2828,2829,AS14.17,mood,8.0,21:00,03,04
2,2829,2830,AS14.17,mood,7.0,13:00,03,05
3,2830,2831,AS14.17,mood,9.0,15:00,03,05
4,2831,2832,AS14.17,mood,8.0,22:00,03,05
5,2832,2833,AS14.17,mood,7.0,09:00,03,06
6,2833,2834,AS14.17,mood,6.0,11:00,03,06
7,2834,2835,AS14.17,mood,8.0,18:00,03,06
8,2835,2836,AS14.17,mood,8.0,21:00,03,06
9,2836,2837,AS14.17,mood,8.0,11:00,03,07
10,2837,2838,AS14.17,mood,9.0,12:00,03,07
11,2838,2839,AS14.17,mood,7.0,16:00,03,07
12,2839,2840,AS14.17,mood,6.0,21:00,03,07
13,2840,2841,AS14.17,mood,7.0,08:00,03,08
14,2841,2842,AS14.17,mood,7.0,13:00,03,08
15,2842,2843,AS14.17,mood,8.0,16:00,03,08
16,2843,2844,AS14.17,mood,8.0,19:00,03,08
17,2844,2845,AS14.17,mood,8.0,22:00,03,08
18,2845,2846,AS14.17,mood,7.0,08:00,03,09
19,2846,2847,AS14.17,mood,7.0,12:00,03,09
20,2847,2848,AS14.17,mood,7.0,15:00,03,09
21,2848,2849,AS14.17,mood,7.0,18:00,03,09
22,2849,2850,AS14.17,mood,8.0,21:00,03,09
23,2850,2851,AS14.17,mood,8.0,12:00,03,10
24,2851,2852,AS14.17,mood,6.0,14:00,03,10
25,2852,2853,AS14.17,mood,8.0,18:00,03,10
26,2853,2854,AS14.17,mood,6.0,09:00,03,11
27,2854,2855,AS14.17,mood,7.0,12:00,03,11
28,2855,2856,AS14.17,mood,6.0,15:00,03,11
29,2856,2857,AS14.17,mood,6.0,18:00,03,11
30,2857,2858,AS14.17,mood,6.0,21:00,03,11
31,2858,2859,AS14.17,mood,7.0,10:00,03,12
32,2859,2860,AS14.17,mood,7.0,12:00,03,12
33,2860,2861,AS14.17,mood,6.0,15:00,03,12
34,2861,2862,AS14.17,mood,6.0,18:00,03,12
35,2862,2863,AS14.17,mood,6.0,21:00,03,12
36,2863,2864,AS14.17,mood,6.0,09:00,03,13
37,2864,2865,AS14.17,mood,7.0,12:00,03,13
38,2865,2866,AS14.17,mood,8.0,18:00,03,13
39,2866,2867,AS14.17,mood,8.0,21:00,03,13
40,2867,2868,AS14.17,mood,8.0,11:00,03,14
41,2868,2869,AS14.17,mood,8.0,13:00,03,14
42,2869,2870,AS14.17,mood,8.0,16:00,03,14
43,2870,2871,AS14.17,mood,7.0,09:00,03,21
44,2871,2872,AS14.17,mood,8.0,12:00,03,21
45,2872,2873,AS14.17,mood,8.0,15:00,03,21
46,2873,2874,AS14.17,mood,7.0,19:00,03,21
47,2874,2875,AS14.17,mood,7.0,21:00,03,21
48,2875,2876,AS14.17,mood,7.0,09:00,03,22
49,2876,2877,AS14.17,mood,7.0,12:00,03,22
50,2877,2878,AS14.17,mood,8.0,15:00,03,22
51,2878,2879,AS14.17,mood,7.0,17:00,03,22
52,2879,2880,AS14.17,mood,8.0,21:00,03,22
53,2880,2881,AS14.17,mood,8.0,10:00,03,23
54,2881,2882,AS14.17,mood,8.0,12:00,03,23
55,2882,2883,AS14.17,mood,7.0,14:00,03,23
56,2883,2884,AS14.17,mood,6.0,18:00,03,23
57,2884,2885,AS14.17,mood,8.0,20:00,03,23
58,2885,2886,AS14.17,mood,6.0,09:00,03,24
59,2886,2887,AS14.17,mood,7.0,15:00,03,24
60,2887,2888,AS14.17,mood,8.0,22:00,03,24
61,2888,2889,AS14.17,mood,8.0,12:00,03,25
62,2889,2890,AS14.17,mood,8.0,14:00,03,25
63,2890,2891,AS14.17,mood,7.0,18:00,03,25
64,2891,2892,AS14.17,mood,7.0,21:00,03,25
65,2892,2893,AS14.17,mood,7.0,09:00,03,26
66,2893,2894,AS14.17,mood,7.0,11:00,03,26
67,2894,2895,AS14.17,mood,7.0,15:00,03,26
68,2895,2896,AS14.17,mood,7.0,17:00,03,26
69,2896,2897,AS14.17,mood,8.0,21:00,03,26
70,2897,2898,AS14.17,mood,6.0,09:00,03,27
71,2898,2899,AS14.17,mood,8.0,12:00,03,27
72,2899,2900,AS14.17,mood,7.0,14:00,03,27
73,2900,2901,AS14.17,mood,7.0,18:00,03,27
74,2901,2902,AS14.17,mood,8.0,22:00,03,27
75,2902,2903,AS14.17,mood,7.0,09:00,03,28
