,Unnamed: 0,Unnamed: 0.1,id,variable,value,time,month,day
0,3646,3647,AS14.24,mood,8.0,21:00,04,14
1,3647,3648,AS14.24,mood,8.0,09:00,04,15
2,3648,3649,AS14.24,mood,8.0,12:00,04,15
3,3649,3650,AS14.24,mood,7.0,15:00,04,15
4,3650,3651,AS14.24,mood,8.0,20:00,04,15
5,3651,3652,AS14.24,mood,7.0,21:00,04,15
6,3652,3653,AS14.24,mood,6.0,09:00,04,16
7,3653,3654,AS14.24,mood,9.0,13:00,04,16
8,3654,3655,AS14.24,mood,8.0,15:00,04,16
9,3655,3656,AS14.24,mood,7.0,18:00,04,16
10,3656,3657,AS14.24,mood,7.0,21:00,04,16
11,3657,3658,AS14.24,mood,7.0,09:00,04,17
12,3658,3659,AS14.24,mood,7.0,12:00,04,17
13,3659,3660,AS14.24,mood,6.0,15:00,04,17
14,3660,3661,AS14.24,mood,7.0,18:00,04,17
15,3661,3662,AS14.24,mood,7.0,09:00,04,18
16,3662,3663,AS14.24,mood,7.0,14:00,04,18
17,3663,3664,AS14.24,mood,6.0,15:00,04,18
18,3664,3665,AS14.24,mood,7.0,18:00,04,18
19,3665,3666,AS14.24,mood,8.0,21:00,04,18
20,3666,3667,AS14.24,mood,7.0,10:00,04,19
21,3667,3668,AS14.24,mood,7.0,12:00,04,19
22,3668,3669,AS14.24,mood,7.0,17:00,04,19
23,3669,3670,AS14.24,mood,8.0,21:00,04,19
24,3670,3671,AS14.24,mood,6.0,09:00,04,20
25,3671,3672,AS14.24,mood,8.0,13:00,04,20
26,3672,3673,AS14.24,mood,8.0,16:00,04,20
27,3673,3674,AS14.24,mood,8.0,18:00,04,20
28,3674,3675,AS14.24,mood,9.0,21:00,04,20
29,3675,3676,AS14.24,mood,7.0,12:00,04,21
30,3676,3677,AS14.24,mood,7.0,17:00,04,21
31,3677,3678,AS14.24,mood,8.0,19:00,04,21
32,3678,3679,AS14.24,mood,8.0,21:00,04,21
33,3679,3680,AS14.24,mood,8.0,08:00,04,22
34,3680,3681,AS14.24,mood,7.0,12:00,04,22
35,3681,3682,AS14.24,mood,6.0,15:00,04,22
36,3682,3683,AS14.24,mood,7.0,17:00,04,22
37,3683,3684,AS14.24,mood,8.0,21:00,04,22
38,3684,3685,AS14.24,mood,7.0,11:00,04,23
39,3685,3686,AS14.24,mood,7.0,12:00,04,23
40,3686,3687,AS14.24,mood,9.0,15:00,04,23
41,3687,3688,AS14.24,mood,7.0,22:00,04,23
42,3688,3689,AS14.24,mood,7.0,09:00,04,24
43,3689,3690,AS14.24,mood,7.0,12:00,04,24
44,3690,3691,AS14.24,mood,6.0,15:00,04,24
45,3691,3692,AS14.24,mood,7.0,18:00,04,24
46,3692,3693,AS14.24,mood,7.0,21:00,04,24
47,3693,3694,AS14.24,mood,7.0,11:00,04,25
48,3694,3695,AS14.24,mood,6.0,12:00,04,25
49,3695,3696,AS14.24,mood,6.0,15:00,04,25
50,3696,3697,AS14.24,mood,5.0,18:00,04,25
51,3697,3698,AS14.24,mood,7.0,21:00,04,25
52,3698,3699,AS14.24,mood,7.0,09:00,04,26
53,3699,3700,AS14.24,mood,8.0,14:00,04,26
54,3700,3701,AS14.24,mood,8.0,16:00,04,26
55,3701,3702,AS14.24,mood,8.0,20:00,04,26
56,3702,3703,AS14.24,mood,7.0,21:00,04,26
57,3703,3704,AS14.24,mood,7.0,11:00,04,27
58,3704,3705,AS14.24,mood,6.0,14:00,04,27
59,3705,3706,AS14.24,mood,7.0,18:00,04,27
60,3706,3707,AS14.24,mood,8.0,22:00,04,27
61,3707,3708,AS14.24,mood,6.0,09:00,04,28
62,3708,3709,AS14.24,mood,6.0,12:00,04,28
63,3709,3710,AS14.24,mood,7.0,15:00,04,28
64,3710,3711,AS14.24,mood,8.0,19:00,04,28
65,3711,3712,AS14.24,mood,7.0,21:00,04,28
66,3712,3713,AS14.24,mood,6.0,09:00,04,29
67,3713,3714,AS14.24,mood,6.0,12:00,04,29
68,3714,3715,AS14.24,mood,5.0,15:00,04,29
69,3715,3716,AS14.24,mood,7.0,18:00,04,29
70,3716,3717,AS14.24,mood,6.0,10:00,04,30
71,3717,3718,AS14.24,mood,6.0,14:00,04,30
72,3718,3719,AS14.24,mood,7.0,21:00,04,30
73,3719,3720,AS14.24,mood,7.0,09:00,05,01
74,3720,3721,AS14.24,mood,8.0,14:00,05,01
75,3721,3722,AS14.24,mood,8.0,15:00,05,01
76,3722,3723,AS14.24,mood,7.0,18:00,05,01
77,3723,3724,AS14.24,mood,7.0,21:00,05,01
78,3724,3725,AS14.24,mood,7.0,11:00,05,02
79,3725,3726,AS14.24,mood,7.0,12:00,05,02
80,3726,3727,AS14.24,mood,7.0,15:00,05,02
81,3727,3728,AS14.24,mood,7.0,19:00,05,02
82,3728,3729,AS14.24,mood,7.0,02:00,05,03
83,3729,3730,AS14.24,mood,6.0,10:00,05,03
84,3730,3731,AS14.24,mood,7.0,14:00,05,03
85,3731,3732,AS14.24,mood,7.0,15:00,05,03
86,3732,3733,AS14.24,mood,7.0,18:00,05,03
87,3733,3734,AS14.24,mood,7.0,21:00,05,03
88,3734,3735,AS14.24,mood,7.0,10:00,05,04
89,3735,3736,AS14.24,mood,8.0,19:00,05,04
90,3736,3737,AS14.24,mood,5.0,09:00,05,05
91,3737,3738,AS14.24,mood,6.0,12:00,05,05
92,3738,3739,AS14.24,mood,7.0,17:00,05,05
93,3739,3740,AS14.24,mood,6.0,09:00,05,07
94,3740,3741,AS14.24,mood,7.0,12:00,05,07
95,3741,3742,AS14.24,mood,7.0,15:00,05,07
96,3742,3743,AS14.24,mood,7.0,17:00,05,07
97,3743,3744,AS14.24,mood,8.0,23:00,05,07
98,3744,3745,AS14.24,mood,8.0,10:00,05,08
99,3745,3746,AS14.24,mood,7.0,12:00,05,08
100,3746,3747,AS14.24,mood,5.0,15:00,05,08
101,3747,3748,AS14.24,mood,8.0,21:00,05,08
102,3748,3749,AS14.24,mood,7.0,09:00,05,09
103,3749,3750,AS14.24,mood,8.0,12:00,05,09
104,3750,3751,AS14.24,mood,7.0,15:00,05,09
105,3751,3752,AS14.24,mood,7.0,19:00,05,09
106,3752,3753,AS14.24,mood,8.0,23:00,05,09
107,3753,3754,AS14.24,mood,7.0,09:00,05,10
108,3754,3755,AS14.24,mood,7.0,12:00,05,10
109,3755,3756,AS14.24,mood,7.0,18:00,05,10
110,3756,3757,AS14.24,mood,7.0,21:00,05,10
111,3757,3758,AS14.24,mood,7.0,11:00,05,11
112,3758,3759,AS14.24,mood,7.0,17:00,05,11
113,3759,3760,AS14.24,mood,7.0,18:00,05,11
114,3760,3761,AS14.24,mood,8.0,21:00,05,11
115,3761,3762,AS14.24,mood,7.0,09:00,05,12
116,3762,3763,AS14.24,mood,7.0,12:00,05,12
117,3763,3764,AS14.24,mood,7.0,15:00,05,12
118,3764,3765,AS14.24,mood,7.0,18:00,05,12
119,3765,3766,AS14.24,mood,7.0,21:00,05,12
120,3766,3767,AS14.24,mood,7.0,10:00,05,13
121,3767,3768,AS14.24,mood,8.0,12:00,05,13
122,3768,3769,AS14.24,mood,8.0,17:00,05,13
123,3769,3770,AS14.24,mood,7.0,21:00,05,13
124,3770,3771,AS14.24,mood,7.0,09:00,05,14
125,3771,3772,AS14.24,mood,7.0,12:00,05,14
126,3772,3773,AS14.24,mood,2.0,15:00,05,14
127,3773,3774,AS14.24,mood,6.0,17:00,05,14
128,3774,3775,AS14.24,mood,4.0,20:00,05,14
129,3775,3776,AS14.24,mood,7.0,09:00,05,15
130,3776,3777,AS14.24,mood,6.0,13:00,05,15
